 status,sorting_algorithm,array_type,array_size,num_iterations,total_time_s,min_time_s,max_time_s,avg_time_s,avg_elements_per_second
SUCCESS,            merge,    random,  32768000,            10,   39.529938,  3.939082,  3.970773,  3.952994,         8289413.456707
SUCCESS,            merge,    sorted,      1000,            10,    0.000125,  0.000012,  0.000015,  0.000012,        80000000.000000
SUCCESS,            merge,    sorted,      2000,            10,    0.000254,  0.000025,  0.000026,  0.000025,        78740157.480315
SUCCESS,            merge,    sorted,      4000,            10,    0.000518,  0.000051,  0.000052,  0.000052,        77220077.220077
SUCCESS,            merge,    sorted,      8000,            10,    0.001069,  0.000106,  0.000112,  0.000107,        74836295.603368
SUCCESS,            merge,    sorted,     16000,            10,    0.002184,  0.000218,  0.000219,  0.000218,        73260073.260073
SUCCESS,            merge,    sorted,     32000,            10,    0.004487,  0.000447,  0.000455,  0.000449,        71317138.399822
SUCCESS,            merge,    sorted,     64000,            10,    0.009659,  0.000962,  0.000977,  0.000966,        66259447.147738
SUCCESS,            merge,    sorted,    128000,            10,    0.019785,  0.001970,  0.001987,  0.001978,        64695476.370988
SUCCESS,            merge,    sorted,    256000,            10,    0.040912,  0.004078,  0.004104,  0.004091,        62573328.118889
SUCCESS,            merge,    sorted,    512000,            10,    0.084777,  0.008452,  0.008503,  0.008478,        60393738.867853
SUCCESS,            merge,    sorted,   1024000,            10,    0.174478,  0.017343,  0.017523,  0.017448,        58689347.654146
SUCCESS,            merge,    sorted,   2048000,            10,    0.358179,  0.035761,  0.035895,  0.035818,        57178114.853188
SUCCESS,            merge,    sorted,   4096000,            10,    0.743731,  0.074186,  0.074666,  0.074373,        55073675.831719
SUCCESS,            merge,    sorted,   8192000,            10,    1.536019,  0.153411,  0.153875,  0.153602,        53332673.619272
SUCCESS,            merge,    sorted,  16384000,            10,    3.186321,  0.318388,  0.318858,  0.318632,        51419803.591666
SUCCESS,            merge,    sorted,  32768000,            10,    6.546441,  0.653415,  0.657792,  0.654644,        50054678.565040
SUCCESS,            merge,  reversed,      1000,            10,    0.000137,  0.000013,  0.000017,  0.000014,        72992700.729927
SUCCESS,            merge,  reversed,      2000,            10,    0.000277,  0.000027,  0.000029,  0.000028,        72202166.064982
SUCCESS,            merge,  reversed,      4000,            10,    0.000561,  0.000056,  0.000057,  0.000056,        71301247.771836
SUCCESS,            merge,  reversed,      8000,            10,    0.001142,  0.000113,  0.000119,  0.000114,        70052539.404553
SUCCESS,            merge,  reversed,     16000,            10,    0.002318,  0.000231,  0.000232,  0.000232,        69025021.570319
SUCCESS,            merge,  reversed,     32000,            10,    0.004759,  0.000474,  0.000482,  0.000476,        67241017.020382
SUCCESS,            merge,  reversed,     64000,            10,    0.009760,  0.000974,  0.000981,  0.000976,        65573770.491803
SUCCESS,            merge,  reversed,    128000,            10,    0.020262,  0.002018,  0.002057,  0.002026,        63172441.022604
SUCCESS,            merge,  reversed,    256000,            10,    0.042032,  0.004186,  0.004215,  0.004203,        60905976.398934
SUCCESS,            merge,  reversed,    512000,            10,    0.086619,  0.008624,  0.008704,  0.008662,        59109433.265219
SUCCESS,            merge,  reversed,   1024000,            10,    0.177435,  0.017673,  0.017858,  0.017744,        57711274.551244
SUCCESS,            merge,  reversed,   2048000,            10,    0.366540,  0.036557,  0.036737,  0.036654,        55873847.329077
SUCCESS,            merge,  reversed,   4096000,            10,    0.763354,  0.076064,  0.076553,  0.076335,        53657935.898679
SUCCESS,            merge,  reversed,   8192000,            10,    1.563316,  0.155703,  0.157895,  0.156332,        52401433.875173
SUCCESS,            merge,  reversed,  16384000,            10,    3.245029,  0.324031,  0.324869,  0.324503,        50489533.375511
SUCCESS,            merge,  reversed,  32768000,            10,    6.792903,  0.676147,  0.680845,  0.679290,        48238580.765838
SUCCESS,   merge_parallel,    random,      1000,            10,    0.000515,  0.000051,  0.000054,  0.000052,        19417475.728155
SUCCESS,   merge_parallel,    random,      2000,            10,    0.001128,  0.000111,  0.000124,  0.000113,        17730496.453901
SUCCESS,   merge_parallel,    random,      4000,            10,    0.002411,  0.000239,  0.000243,  0.000241,        16590626.296143
SUCCESS,   merge_parallel,    random,      8000,            10,    0.005171,  0.000516,  0.000518,  0.000517,        15470895.378070
SUCCESS,   merge_parallel,    random,     16000,            10,    0.011125,  0.001104,  0.001153,  0.001112,        14382022.471910
SUCCESS,   merge_parallel,    random,     32000,            10,    0.023579,  0.002354,  0.002362,  0.002358,        13571398.278129
SUCCESS,   merge_parallel,    random,     64000,            10,    0.049836,  0.004974,  0.004993,  0.004984,        12842122.160687
SUCCESS,   merge_parallel,    random,    128000,            10,    0.105538,  0.010535,  0.010579,  0.010554,        12128332.922739
SUCCESS,   merge_parallel,    random,    256000,            10,    0.223037,  0.022251,  0.022386,  0.022304,        11477916.220179
SUCCESS,   merge_parallel,    random,    512000,            10,    0.469049,  0.046866,  0.046974,  0.046905,        10915703.903004
SUCCESS,   merge_parallel,    random,   1024000,            10,    0.989133,  0.098632,  0.099083,  0.098913,        10352500.624284
SUCCESS,   merge_parallel,    random,   2048000,            10,    2.074006,  0.206907,  0.207926,  0.207401,         9874609.813086
SUCCESS,   merge_parallel,    random,   4096000,            10,    4.334561,  0.432635,  0.434136,  0.433456,         9449630.539286
SUCCESS,   merge_parallel,    random,   8192000,            10,    9.072079,  0.906556,  0.907810,  0.907208,         9029903.729895
SUCCESS,   merge_parallel,    random,  16384000,            10,   19.029131,  1.899599,  1.905162,  1.902913,         8609957.018006
SUCCESS,   merge_parallel,    random,  32768000,            10,   39.598782,  3.954211,  3.964789,  3.959878,         8275001.993748
SUCCESS,   merge_parallel,    sorted,      1000,            10,    0.000126,  0.000012,  0.000015,  0.000013,        79365079.365079
SUCCESS,   merge_parallel,    sorted,      2000,            10,    0.000267,  0.000025,  0.000035,  0.000027,        74906367.041198
SUCCESS,   merge_parallel,    sorted,      4000,            10,    0.000523,  0.000052,  0.000053,  0.000052,        76481835.564054
SUCCESS,   merge_parallel,    sorted,      8000,            10,    0.001073,  0.000107,  0.000108,  0.000107,        74557315.936626
SUCCESS,   merge_parallel,    sorted,     16000,            10,    0.002203,  0.000219,  0.000224,  0.000220,        72628234.226055
SUCCESS,   merge_parallel,    sorted,     32000,            10,    0.004515,  0.000450,  0.000452,  0.000451,        70874861.572536
SUCCESS,   merge_parallel,    sorted,     64000,            10,    0.009654,  0.000964,  0.000967,  0.000965,        66293764.242801
SUCCESS,   merge_parallel,    sorted,    128000,            10,    0.019910,  0.001981,  0.001999,  0.001991,        64289301.858363
SUCCESS,   merge_parallel,    sorted,    256000,            10,    0.041317,  0.004122,  0.004143,  0.004132,        61959968.051891
SUCCESS,   merge_parallel,    sorted,    512000,            10,    0.085298,  0.008507,  0.008570,  0.008530,        60024854.041126
SUCCESS,   merge_parallel,    sorted,   1024000,            10,    0.176147,  0.017562,  0.017705,  0.017615,        58133263.694528
SUCCESS,   merge_parallel,    sorted,   2048000,            10,    0.362702,  0.036225,  0.036345,  0.036270,        56465087.041152
SUCCESS,   merge_parallel,    sorted,   4096000,            10,    0.752536,  0.075085,  0.075455,  0.075254,        54429289.761553
SUCCESS,   merge_parallel,    sorted,   8192000,            10,    1.553656,  0.154868,  0.155723,  0.155366,        52727244.641027
SUCCESS,   merge_parallel,    sorted,  16384000,            10,    3.206609,  0.320163,  0.321253,  0.320661,        51094473.944282
SUCCESS,   merge_parallel,    sorted,  32768000,            10,    6.600564,  0.657805,  0.661161,  0.660056,        49644242.522306
SUCCESS,   merge_parallel,  reversed,      1000,            10,    0.000133,  0.000013,  0.000016,  0.000013,        75187969.924812
SUCCESS,   merge_parallel,  reversed,      2000,            10,    0.000268,  0.000026,  0.000028,  0.000027,        74626865.671642
SUCCESS,   merge_parallel,  reversed,      4000,            10,    0.000554,  0.000054,  0.000060,  0.000055,        72202166.064982
SUCCESS,   merge_parallel,  reversed,      8000,            10,    0.001126,  0.000112,  0.000114,  0.000113,        71047957.371226
SUCCESS,   merge_parallel,  reversed,     16000,            10,    0.002306,  0.000230,  0.000232,  0.000231,        69384215.091067
SUCCESS,   merge_parallel,  reversed,     32000,            10,    0.004739,  0.000472,  0.000480,  0.000474,        67524794.260392
SUCCESS,   merge_parallel,  reversed,     64000,            10,    0.009566,  0.000956,  0.000960,  0.000957,        66903616.976793
SUCCESS,   merge_parallel,  reversed,    128000,            10,    0.019711,  0.001969,  0.001974,  0.001971,        64938359.291766
SUCCESS,   merge_parallel,  reversed,    256000,            10,    0.040879,  0.004079,  0.004134,  0.004088,        62623841.092003
SUCCESS,   merge_parallel,  reversed,    512000,            10,    0.084554,  0.008448,  0.008464,  0.008455,        60553019.372236
SUCCESS,   merge_parallel,  reversed,   1024000,            10,    0.177899,  0.017470,  0.018065,  0.017790,        57560750.763073
SUCCESS,   merge_parallel,  reversed,   2048000,            10,    0.372884,  0.036025,  0.038579,  0.037288,        54923246.907886
SUCCESS,   merge_parallel,  reversed,   4096000,            10,    0.784977,  0.075117,  0.080880,  0.078498,        52179872.786082
SUCCESS,   merge_parallel,  reversed,   8192000,            10,    1.602689,  0.154719,  0.165105,  0.160269,        51114096.371785
SUCCESS,   merge_parallel,  reversed,  16384000,            10,    3.487647,  0.335968,  0.361922,  0.348765,        46977231.353976
SUCCESS,   merge_parallel,  reversed,  32768000,            10,    6.897187,  0.680450,  0.701873,  0.689719,        47509223.687860
SUCCESS,             heap,    random,      1000,            10,    0.000677,  0.000067,  0.000068,  0.000068,        14771048.744461
SUCCESS,             heap,    random,      2000,            10,    0.001465,  0.000145,  0.000148,  0.000146,        13651877.133106
SUCCESS,             heap,    random,      4000,            10,    0.003192,  0.000317,  0.000328,  0.000319,        12531328.320802
SUCCESS,             heap,    random,      8000,            10,    0.006847,  0.000682,  0.000687,  0.000685,        11683949.174821
SUCCESS,             heap,    random,     16000,            10,    0.014785,  0.001472,  0.001518,  0.001479,        10821778.829895
SUCCESS,             heap,    random,     32000,            10,    0.031619,  0.003157,  0.003170,  0.003162,        10120497.169423
SUCCESS,             heap,    random,     64000,            10,    0.067743,  0.006755,  0.006808,  0.006774,         9447470.587367
SUCCESS,             heap,    random,    128000,            10,    0.144623,  0.014442,  0.014515,  0.014462,         8850597.761075
SUCCESS,             heap,    random,    256000,            10,    0.310245,  0.030971,  0.031123,  0.031024,         8251543.135264
SUCCESS,             heap,    random,    512000,            10,    0.666080,  0.066527,  0.066665,  0.066608,         7686764.352630
SUCCESS,             heap,    random,   1024000,            10,    1.420474,  0.141975,  0.142177,  0.142047,         7208861.267436
SUCCESS,             heap,    random,   2048000,            10,    3.015570,  0.301429,  0.301745,  0.301557,         6791419.201013
SUCCESS,             heap,    random,   4096000,            10,    6.436107,  0.642852,  0.645116,  0.643611,         6364095.562737
SUCCESS,             heap,    random,   8192000,            10,   15.390820,  1.538233,  1.540419,  1.539082,         5322653.373894
SUCCESS,             heap,    random,  16384000,            10,   36.043547,  3.602557,  3.608572,  3.604355,         4545612.561383
SUCCESS,             heap,    random,  32768000,            10,   81.907679,  8.187417,  8.196214,  8.190768,         4000601.701826
SUCCESS,             heap,    sorted,      1000,            10,    0.000453,  0.000043,  0.000052,  0.000045,        22075055.187638
SUCCESS,             heap,    sorted,      2000,            10,    0.001067,  0.000105,  0.000110,  0.000107,        18744142.455483
SUCCESS,             heap,    sorted,      4000,            10,    0.002219,  0.000221,  0.000225,  0.000222,        18026137.899955
SUCCESS,             heap,    sorted,      8000,            10,    0.004678,  0.000467,  0.000469,  0.000468,        17101325.352715
SUCCESS,             heap,    sorted,     16000,            10,    0.009968,  0.000992,  0.001006,  0.000997,        16051364.365971
SUCCESS,             heap,    sorted,     32000,            10,    0.020864,  0.002077,  0.002100,  0.002086,        15337423.312883
SUCCESS,             heap,    sorted,     64000,            10,    0.042678,  0.004260,  0.004273,  0.004268,        14996016.683069
SUCCESS,             heap,    sorted,    128000,            10,    0.090068,  0.008982,  0.009032,  0.009007,        14211484.656038
SUCCESS,             heap,    sorted,    256000,            10,    0.190486,  0.019016,  0.019122,  0.019049,        13439307.875644
SUCCESS,             heap,    sorted,    512000,            10,    0.401383,  0.040106,  0.040209,  0.040138,        12755896.487893
SUCCESS,             heap,    sorted,   1024000,            10,    0.807999,  0.080637,  0.081001,  0.080800,        12673283.011489
SUCCESS,             heap,    sorted,   2048000,            10,    1.691564,  0.168755,  0.169518,  0.169156,        12107138.718961
SUCCESS,             heap,    sorted,   4096000,            10,    3.604947,  0.359673,  0.361279,  0.360495,        11362164.270376
SUCCESS,             heap,    sorted,   8192000,            10,    7.656792,  0.764238,  0.768225,  0.765679,        10698997.700342
SUCCESS,             heap,    sorted,  16384000,            10,   15.525805,  1.550538,  1.554610,  1.552580,        10552753.947380
SUCCESS,             heap,    sorted,  32768000,            10,   31.919396,  3.178022,  3.212506,  3.191940,        10265858.414113
SUCCESS,             heap,  reversed,      1000,            10,    0.000472,  0.000045,  0.000054,  0.000047,        21186440.677966
SUCCESS,             heap,  reversed,      2000,            10,    0.001095,  0.000108,  0.000112,  0.000110,        18264840.182648
SUCCESS,             heap,  reversed,      4000,            10,    0.002370,  0.000236,  0.000242,  0.000237,        16877637.130802
SUCCESS,             heap,  reversed,      8000,            10,    0.005025,  0.000500,  0.000507,  0.000502,        15920398.009950
SUCCESS,             heap,  reversed,     16000,            10,    0.010668,  0.001063,  0.001078,  0.001067,        14998125.234346
SUCCESS,             heap,  reversed,     32000,            10,    0.022455,  0.002238,  0.002258,  0.002246,        14250723.669561
SUCCESS,             heap,  reversed,     64000,            10,    0.046963,  0.004693,  0.004702,  0.004696,        13627749.504929
SUCCESS,             heap,  reversed,    128000,            10,    0.098619,  0.009846,  0.009895,  0.009862,        12979243.350673
SUCCESS,             heap,  reversed,    256000,            10,    0.206478,  0.020620,  0.020693,  0.020648,        12398415.327541
SUCCESS,             heap,  reversed,    512000,            10,    0.431443,  0.043082,  0.043240,  0.043144,        11867152.787274
SUCCESS,             heap,  reversed,   1024000,            10,    0.901760,  0.090130,  0.090238,  0.090176,        11355571.327182
SUCCESS,             heap,  reversed,   2048000,            10,    1.884087,  0.187327,  0.193857,  0.188409,        10869986.364749
SUCCESS,             heap,  reversed,   4096000,            10,    3.905469,  0.389472,  0.391082,  0.390547,        10487856.900157
SUCCESS,             heap,  reversed,   8192000,            10,    8.079634,  0.806673,  0.808857,  0.807963,        10139073.131283
SUCCESS,             heap,  reversed,  16384000,            10,   16.892507,  1.682131,  1.706792,  1.689251,         9698974.817651
SUCCESS,             heap,  reversed,  32768000,            10,   34.789329,  3.453852,  3.593591,  3.478933,         9418980.170615
SUCCESS,            quick,    random,      1000,            10,    0.000658,  0.000064,  0.000069,  0.000066,        15197568.389058
SUCCESS,            quick,    random,      2000,            10,    0.001415,  0.000135,  0.000154,  0.000141,        14134275.618375
SUCCESS,            quick,    random,      4000,            10,    0.003109,  0.000298,  0.000323,  0.000311,        12865873.271148
SUCCESS,            quick,    random,      8000,            10,    0.006767,  0.000647,  0.000717,  0.000677,        11822077.730161
SUCCESS,            quick,    random,     16000,            10,    0.014477,  0.001418,  0.001533,  0.001448,        11052013.538717
SUCCESS,            quick,    random,     32000,            10,    0.031119,  0.003062,  0.003236,  0.003112,        10283106.783637
SUCCESS,            quick,    random,     64000,            10,    0.065578,  0.006312,  0.006841,  0.006558,         9759370.520601
SUCCESS,            quick,    random,    128000,            10,    0.143070,  0.013929,  0.014923,  0.014307,         8946669.462501
SUCCESS,            quick,    random,    256000,            10,    0.297410,  0.028825,  0.030454,  0.029741,         8607646.010558
SUCCESS,            quick,    random,    512000,            10,    0.632730,  0.061833,  0.066262,  0.063273,         8091919.144027
SUCCESS,            quick,    random,   1024000,            10,    1.330951,  0.128610,  0.137372,  0.133095,         7693746.802099
SUCCESS,            quick,    random,   2048000,            10,    2.767762,  0.268960,  0.285067,  0.276776,         7399480.157615
SUCCESS,            quick,    random,   4096000,            10,    5.832709,  0.568990,  0.593914,  0.583271,         7022465.890206
SUCCESS,            quick,    random,   8192000,            10,   12.155369,  1.182454,  1.254877,  1.215537,         6739408.733704
SUCCESS,            quick,    random,  16384000,            10,   25.535754,  2.515708,  2.621500,  2.553575,         6416101.909503
SUCCESS,            quick,    random,  32768000,            10,   52.399324,  5.131940,  5.296363,  5.239932,         6253515.789631
SUCCESS,            quick,    sorted,      1000,            10,    0.002873,  0.000280,  0.000289,  0.000287,         3480682.213714
SUCCESS,            quick,    sorted,      2000,            10,    0.011346,  0.001132,  0.001143,  0.001135,         1762735.765909
SUCCESS,            quick,    sorted,      4000,            10,    0.044999,  0.004472,  0.004509,  0.004500,          888908.642414
SUCCESS,            quick,    sorted,      8000,            10,    0.179663,  0.017947,  0.018035,  0.017966,          445278.104006
SUCCESS,            quick,    sorted,     16000,            10,    0.718344,  0.071733,  0.072377,  0.071834,          222734.511599
SUCCESS,            quick,    sorted,     32000,            10,    2.868009,  0.286706,  0.286980,  0.286801,          111575.661025
SUCCESS,            quick,    sorted,     64000,            10,   11.481987,  1.146160,  1.157533,  1.148199,           55739.481328
SUCCESS,            quick,  reversed,      1000,            10,    0.020166,  0.002014,  0.002030,  0.002017,          495884.161460
SUCCESS,            quick,  reversed,      2000,            10,    0.080951,  0.008094,  0.008098,  0.008095,          247063.038134
SUCCESS,            quick,  reversed,      4000,            10,    0.324711,  0.032445,  0.032579,  0.032471,          123186.464271
SUCCESS,            quick,  reversed,      8000,            10,    1.300351,  0.129955,  0.130190,  0.130035,           61521.850639
SUCCESS,            quick,  reversed,     16000,            10,    5.224037,  0.520234,  0.528309,  0.522404,           30627.654437
SUCCESS,            quick,  reversed,     32000,            10,   20.868149,  2.082788,  2.102020,  2.086815,           15334.373930
SUCCESS,            quick,  reversed,     64000,            10,   83.640923,  8.332401,  8.401710,  8.364092,            7651.756784
SUCCESS,   quick_modified,    random,      1000,            10,    0.000631,  0.000062,  0.000066,  0.000063,        15847860.538827
SUCCESS,   quick_modified,    random,      2000,            10,    0.001388,  0.000137,  0.000141,  0.000139,        14409221.902017
SUCCESS,   quick_modified,    random,      4000,            10,    0.003013,  0.000298,  0.000304,  0.000301,        13275804.845669
SUCCESS,   quick_modified,    random,      8000,            10,    0.006573,  0.000652,  0.000663,  0.000657,        12171002.586338
SUCCESS,   quick_modified,    random,     16000,            10,    0.014388,  0.001408,  0.001559,  0.001439,        11120378.092855
SUCCESS,   quick_modified,    random,     32000,            10,    0.030353,  0.003005,  0.003063,  0.003035,        10542615.227490
SUCCESS,   quick_modified,    random,     64000,            10,    0.064906,  0.006445,  0.006518,  0.006491,         9860413.521092
SUCCESS,   quick_modified,    random,    128000,            10,    0.138720,  0.013736,  0.014093,  0.013872,         9227220.299885
SUCCESS,   quick_modified,    random,    256000,            10,    0.293162,  0.029083,  0.029529,  0.029316,         8732373.227089
SUCCESS,   quick_modified,    random,    512000,            10,    0.618271,  0.061509,  0.061995,  0.061827,         8281158.262315
SUCCESS,   quick_modified,    random,   1024000,            10,    1.306478,  0.129957,  0.131211,  0.130648,         7837866.385810
SUCCESS,   quick_modified,    random,   2048000,            10,    2.752924,  0.272522,  0.277190,  0.275292,         7439362.655852
SUCCESS,   quick_modified,    random,   4096000,            10,    5.749523,  0.569304,  0.581974,  0.574952,         7124069.248875
SUCCESS,   quick_modified,    random,   8192000,            10,   12.016089,  1.194430,  1.206383,  1.201609,         6817526.068590
SUCCESS,   quick_modified,    random,  16384000,            10,   25.154140,  2.505568,  2.526412,  2.515414,         6513440.729836
SUCCESS,   quick_modified,    random,  32768000,            10,   51.977137,  5.161944,  5.235317,  5.197714,         6304310.297045
SUCCESS,   quick_modified,    sorted,      1000,            10,    0.000064,  0.000006,  0.000007,  0.000006,       156250000.000000
SUCCESS,   quick_modified,    sorted,      2000,            10,    0.000143,  0.000014,  0.000015,  0.000014,       139860139.860140
SUCCESS,   quick_modified,    sorted,      4000,            10,    0.000313,  0.000031,  0.000032,  0.000031,       127795527.156550
SUCCESS,   quick_modified,    sorted,      8000,            10,    0.000680,  0.000067,  0.000069,  0.000068,       117647058.823529
SUCCESS,   quick_modified,    sorted,     16000,            10,    0.001462,  0.000145,  0.000150,  0.000146,       109439124.487004
SUCCESS,   quick_modified,    sorted,     32000,            10,    0.003143,  0.000313,  0.000316,  0.000314,       101813553.929367
SUCCESS,   quick_modified,    sorted,     64000,            10,    0.006668,  0.000664,  0.000672,  0.000667,        95980803.839232
SUCCESS,   quick_modified,    sorted,    128000,            10,    0.014100,  0.001407,  0.001416,  0.001410,        90780141.843972
SUCCESS,   quick_modified,    sorted,    256000,            10,    0.029910,  0.002976,  0.003056,  0.002991,        85590103.644266
SUCCESS,   quick_modified,    sorted,    512000,            10,    0.062824,  0.006263,  0.006309,  0.006282,        81497516.872533
SUCCESS,   quick_modified,    sorted,   1024000,            10,    0.131686,  0.013137,  0.013217,  0.013169,        77760733.866926
SUCCESS,   quick_modified,    sorted,   2048000,            10,    0.273716,  0.026973,  0.027493,  0.027372,        74822078.358591
SUCCESS,   quick_modified,    sorted,   4096000,            10,    0.567675,  0.056036,  0.057319,  0.056767,        72153961.333510
SUCCESS,   quick_modified,    sorted,   8192000,            10,    1.184564,  0.116791,  0.120052,  0.118456,        69156246.517706
SUCCESS,   quick_modified,    sorted,  16384000,            10,    2.454356,  0.244074,  0.249347,  0.245436,        66754782.109849
SUCCESS,   quick_modified,    sorted,  32768000,            10,    5.086078,  0.507276,  0.511245,  0.508608,        64426853.068317
SUCCESS,   quick_modified,  reversed,      1000,            10,    0.000173,  0.000017,  0.000019,  0.000017,        57803468.208092
SUCCESS,   quick_modified,  reversed,      2000,            10,    0.000378,  0.000037,  0.000038,  0.000038,        52910052.910053
SUCCESS,   quick_modified,  reversed,      4000,            10,    0.000837,  0.000082,  0.000092,  0.000084,        47789725.209080
SUCCESS,   quick_modified,  reversed,      8000,            10,    0.001802,  0.000180,  0.000181,  0.000180,        44395116.537181
SUCCESS,   quick_modified,  reversed,     16000,            10,    0.003898,  0.000389,  0.000391,  0.000390,        41046690.610570
SUCCESS,   quick_modified,  reversed,     32000,            10,    0.008390,  0.000838,  0.000841,  0.000839,        38140643.623361
SUCCESS,   quick_modified,  reversed,     64000,            10,    0.017952,  0.001790,  0.001799,  0.001795,        35650623.885918
SUCCESS,   quick_modified,  reversed,    128000,            10,    0.038209,  0.003813,  0.003835,  0.003821,        33499960.742234
SUCCESS,   quick_modified,  reversed,    256000,            10,    0.080950,  0.008083,  0.008106,  0.008095,        31624459.542928
SUCCESS,   quick_modified,  reversed,    512000,            10,    0.171121,  0.017068,  0.017125,  0.017112,        29920348.759065
SUCCESS,   quick_modified,  reversed,   1024000,            10,    0.360866,  0.036035,  0.036151,  0.036087,        28376183.957480
SUCCESS,   quick_modified,  reversed,   2048000,            10,    0.761082,  0.075870,  0.076434,  0.076108,        26909058.419461
SUCCESS,   quick_modified,  reversed,   4096000,            10,    1.593237,  0.158885,  0.159681,  0.159324,        25708667.323192
SUCCESS,   quick_modified,  reversed,   8192000,            10,    3.323302,  0.330999,  0.333824,  0.332330,        24650182.258489
SUCCESS,   quick_modified,  reversed,  16384000,            10,    6.940667,  0.692634,  0.696399,  0.694067,        23605800.422351
SUCCESS,   quick_modified,  reversed,  32768000,            10,   12.936838,  1.290060,  1.297074,  1.293684,        25329218.778190
